StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q_BallotBoxStuffing,Q2,Q3,Q4,Q5,Q5_7_TEXT,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q93,Q13,Q14,Q15,Q15_6_TEXT,Q16,Q16_8_TEXT,Q18,Q17_1,Q19,Q20,Q94,Q21,Q95,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q41,Q42,Q43,Q44,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q54_8_TEXT,Q55,Q56,Q56_4_TEXT,Q57,Q57_9_TEXT,Q58
2024-05-15 13:40:14,2024-05-15 13:40:42,IP Address,2,28,False,2024-08-15 13:40:44,R_3KxzMBvu8Jk80UT,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15 14:10:53,2024-05-15 14:12:11,IP Address,23,77,False,2024-08-15 14:12:21,R_1xJIGziI6qDBc9M,anonymous,EN,0.800000011920929,,,,,,1971,Yes,35581,White,,No,Male,"$100,001+",Some College/AA or AS (2-year degree),No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15 14:24:49,2024-05-15 14:28:24,IP Address,35,214,False,2024-08-15 14:28:28,R_81oUgtzYyYaGH21,anonymous,EN,0.8999999761581421,,,,,,1969,No,36037,White,,No,Male,"$100,001+",Graduate or Professional School,No,No,Yes,>10 years,No,<1 year,Land/Wildlife Management,,Private Industry,,Daily,80,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15 15:17:07,2024-05-15 15:17:20,IP Address,2,12,False,2024-08-15 15:17:21,R_20NXuaLa8ihV4qK,anonymous,EN,0.800000011920929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15 15:39:17,2024-05-15 15:45:17,IP Address,90,360,False,2024-08-15 15:45:18,R_8n1of4HKLRYBne9,anonymous,EN,0.8999999761581421,,,,,,1964,Yes,36460,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,Yes,Yes,>10 years,Yes,>20 years,Land/Wildlife Management,,Private Industry,,Daily,60,No,No,,,,Monroe,Yes,True,False,False,False,False,I don't know,I don't know,True,Bites,Field dress and consumption,Neutral,Agree,Neutral,Disagree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Neutral,,,,,,,,,
2024-05-15 16:03:54,2024-05-15 16:05:16,IP Address,2,82,False,2024-08-15 16:05:19,R_1nPBFHlkVwA0xQM,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15 16:31:35,2024-05-15 16:37:23,IP Address,23,347,False,2024-08-15 16:37:25,R_52flqAt24I80rwZ,anonymous,EN,1,,,,,,1958,Yes,36879,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15 16:52:43,2024-05-15 17:29:29,IP Address,23,2205,False,2024-08-15 17:29:30,R_6D8yIZwRj4K9sUF,anonymous,EN,,,,,,,1974,Yes,36567,White,,No,Female,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,Yes,<5 years,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15 20:30:44,2024-05-15 20:30:55,IP Address,2,11,False,2024-08-15 20:30:56,R_21nOXvUSyzxzOeZ,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15 20:35:38,2024-05-15 20:39:03,IP Address,35,205,False,2024-08-15 20:39:08,R_2LjsJoEAKt4LTgt,anonymous,EN,1,,,,,,1962,Yes,35763,White,,No,Male,"$60,001-70,000",High school graduate/GED,No,No,No,,Yes,>20 years,Land/Wildlife Management,,Private Industry,,Daily,10,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15 21:13:15,2024-05-15 21:13:59,IP Address,2,44,False,2024-08-15 21:14:00,R_3Y4jxirlC0nbgTy,anonymous,EN,0.800000011920929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15 21:23:59,2024-05-15 21:24:39,IP Address,2,40,False,2024-08-15 21:24:44,R_1y8y51RMUJxQMGo,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15 22:09:16,2024-05-15 22:09:41,IP Address,2,25,False,2024-08-15 22:09:43,R_2fpg1uncWZ1Wsc9,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15 22:12:29,2024-05-15 22:13:06,IP Address,2,37,False,2024-08-15 22:13:07,R_6QJRFjx4gW9J1zr,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15 22:40:38,2024-05-15 22:44:18,IP Address,43,219,False,2024-08-15 22:44:20,R_3qv64WxtgnN9vQ5,anonymous,EN,0.8999999761581421,,,,,,1900,Yes,35801,I prefer not to answer,,I prefer not to answer,Other,"$0-20,000",Did not graduate high school/no GED,No,No,No,,Yes,<1 year,Other,killing deer and any predator that eats them,Other,,Daily,100,Yes,Yes,Dead,No,,Madison,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16 07:47:24,2024-05-16 07:48:47,IP Address,28,83,False,2024-08-16 07:48:49,R_7EjjRyvZXYt5Ez8,anonymous,EN,0.8999999761581421,,,,,,1988,Yes,35080,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,No,,No,<1 year,Land/Wildlife Management,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16 08:15:07,2024-05-16 08:15:35,IP Address,2,28,False,2024-08-16 08:15:39,R_1rUtKDEkkUWK2xa,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16 08:48:41,2024-05-16 08:49:45,IP Address,2,63,False,2024-08-16 08:49:47,R_2CBwC28reFsIkdL,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15 12:36:08,2024-05-16 09:02:52,IP Address,2,73604,False,2024-08-16 09:02:54,R_7zApnHXO7gxrORl,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16 10:18:03,2024-05-16 10:19:27,IP Address,28,84,False,2024-08-16 10:19:32,R_5p3GtYGjrdCAOCW,anonymous,EN,1,,,,,,1978,Yes,36401,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,No,,No,<1 year,Land/Wildlife Management,,Other,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16 11:08:01,2024-05-16 11:11:19,IP Address,60,198,False,2024-08-16 11:11:25,R_2TMYM108R9CoAgN,anonymous,EN,0.8999999761581421,,,,,,1962,Yes,36421,White,,No,Male,"$100,001+",Graduate or Professional School,Yes,No,Yes,5-10 years,Yes,1-5 years,Research,,Private Industry,,Weekly,20,No,No,,Yes,Always (100%),Covington,Yes,True,True,True,True,False,False,False,True,Bites,Incinerate,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16 11:20:36,2024-05-16 11:21:48,IP Address,23,71,False,2024-08-16 11:21:52,R_3yM2BQ3qpZVsXpT,anonymous,EN,1,,,,,,1976,Yes,35120,White,,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16 12:07:52,2024-05-16 12:09:55,IP Address,23,122,False,2024-08-16 12:16:06,R_3KiLxmXwEQCZvRn,anonymous,EN,1,,,,,,1963,Yes,36701,White,,No,Male,"$100,001+",Graduate or Professional School,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16 12:59:10,2024-05-16 13:03:44,IP Address,15,273,False,2024-08-16 13:03:47,R_7oQiBXmiJi5N9aF,anonymous,EN,0.8999999761581421,,,,,,1979,Yes,36703,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16 13:10:27,2024-05-16 13:11:29,IP Address,23,62,False,2024-08-16 13:11:33,R_5WNHbipKiUqxVAE,anonymous,EN,1,,,,,,1988,Yes,36695,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16 15:44:43,2024-05-16 15:45:29,IP Address,15,46,False,2024-08-16 15:45:31,R_2yTqDe50ZQIBqIp,anonymous,EN,0.8999999761581421,,,,,,1977,Yes,35068,Other,,I prefer not to answer,I prefer not to answer,"$0-20,000",Technical/Vocational School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16 15:55:49,2024-05-16 15:57:00,IP Address,23,70,False,2024-08-16 15:57:02,R_1dGFaj4678ALgg3,anonymous,EN,0.800000011920929,,,,,,1983,Yes,35951,White,,No,Male,"$100,001+",Some College/AA or AS (2-year degree),No,No,Yes,>10 years,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16 16:32:30,2024-05-16 16:40:24,IP Address,98,474,False,2024-08-16 16:40:26,R_3AFnYo06quieDky,anonymous,EN,0.8999999761581421,,,,,,1990,Yes,35744,White,,No,Male,"$90,001-100,000",Some College/AA or AS (2-year degree),No,No,No,,No,<1 year,Research,,Private Industry,,Daily,50,No,No,,,,Jackson,Yes,True,True,False,True,False,False,False,True,Bites,Incinerate,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Neutral,Yes,"State Wildlife Agency,Academic Publications",,Yes,"One day, virtual conference",,CWD,,
2024-05-16 18:03:43,2024-05-16 18:04:50,IP Address,2,66,False,2024-08-16 18:04:51,R_7z72Fmt5ZuaeODo,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16 19:28:35,2024-05-16 19:32:23,IP Address,60,228,False,2024-08-16 19:32:32,R_5fZ8D7TVsLicAaK,anonymous,EN,0.699999988079071,,,,,,1972,Yes,36376,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,No,,Yes,>20 years,Land/Wildlife Management,,Private Industry,,Daily,100,No,No,,,,"Dale,Henry,Houston",Yes,True,False,False,True,False,I don't know,I don't know,True,Bites,Bury,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16 21:05:08,2024-05-16 21:07:50,IP Address,28,161,False,2024-08-16 21:07:51,R_15n4jMJxGcSMNP3,anonymous,EN,0.800000011920929,,,,,,1985,Yes,36117,White,,No,Male,"$100,001+",Technical/Vocational School,No,No,Yes,>10 years,No,<1 year,Land/Wildlife Management,,Private Industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16 21:17:25,2024-05-16 21:20:16,IP Address,68,171,False,2024-08-16 21:20:18,R_5kFvwYcgSxHuNHP,anonymous,EN,0.8999999761581421,,,,,,1990,Yes,35950,White,,No,Male,"$100,001+",Graduate or Professional School,No,No,No,,No,<1 year,Land/Wildlife Management,,Federal Government,,Daily,70,No,No,,Yes,Usually (>75%),Jackson,Yes,True,False,False,False,False,True,False,True,Bites,Field dress and consumption,Disagree,Agree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,
2024-05-16 22:00:35,2024-05-16 22:02:39,IP Address,23,123,False,2024-08-16 22:02:40,R_8dov9MCgtmE06bH,anonymous,EN,0.800000011920929,,,,,,1969,Yes,35773,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-17 03:15:58,2024-05-17 03:16:54,IP Address,23,55,False,2024-08-17 03:16:58,R_5Pnf4iy28KUeQ7j,anonymous,EN,0.800000011920929,,,,,,1986,Yes,35216,White,,No,Male,"$80,001-90,000",College Graduate/BA or BS (4-year degree),No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-17 05:19:18,2024-05-17 05:28:30,IP Address,90,552,False,2024-08-17 05:28:36,R_7S9cVAL8ogGop5N,anonymous,EN,0.699999988079071,,,,,,1970,Yes,36024,White,,No,Male,"$100,001+",Graduate or Professional School,Yes,Yes,Yes,>10 years,Yes,<1 year,Land/Wildlife Management,,Nonprofit/Conservation Organization,,Rarely,10,No,No,,Yes,Always (100%),Elmore,Yes,True,I don't know,True,True,True,True,False,True,I don't know,Incinerate,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,,,,,,,,,
2024-05-17 09:13:08,2024-05-17 09:15:26,IP Address,2,137,False,2024-08-17 09:15:30,R_2C34loI3WoLnRHb,anonymous,EN,0.800000011920929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-17 11:47:15,2024-05-17 11:47:51,IP Address,2,35,False,2024-08-17 11:47:51,R_37AGwyWruVrdlsZ,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-20 16:22:08,2024-05-20 16:22:14,IP Address,2,6,False,2024-08-20 16:22:17,R_6GxeOkL4OkeZKbU,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-21 09:10:33,2024-05-21 09:12:53,IP Address,43,140,False,2024-08-21 09:13:01,R_5ETfbFRDxRpxHpw,anonymous,EN,0.699999988079071,,,,,,1990,Yes,36606,White,,No,Male,"$60,001-70,000",Graduate or Professional School,Yes,No,No,,Yes,5-10 years,Research,,Academic/Research Institution,,Rarely,20,No,No,,Yes,Usually (>75%),"Baldwin,Mobile",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-21 12:28:01,2024-05-21 12:28:20,IP Address,2,19,False,2024-08-21 12:28:22,R_1EfKFI8HpisCzdH,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-21 13:06:36,2024-05-21 13:07:33,IP Address,2,56,False,2024-08-21 13:07:53,R_17idN43AiSC3qcF,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-21 13:23:31,2024-05-21 13:24:15,IP Address,2,43,False,2024-08-21 13:24:34,R_1uy62GrsAotu9XH,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-21 14:56:11,2024-05-21 15:05:03,IP Address,77,531,False,2024-08-21 15:05:05,R_6ZCeY9nA0XVZTC0,anonymous,EN,0.699999988079071,,,,,,2000,Yes,35401,White,,No,Male,"$60,001-70,000",Graduate or Professional School,Yes,No,No,,Yes,1-5 years,Land/Wildlife Management,,Private Industry,,Rarely,20,Yes,No,,Yes,Rarely (<25%),"Greene,Hale,Henry",Yes,True,False,False,True,False,True,True,True,Bites,Field dress and consumption,Strongly Disagree,Disagree,Strongly Agree,Neutral,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,,,,,,,,,,,,,,,,
2024-05-21 16:09:55,2024-05-21 16:12:43,IP Address,43,167,False,2024-08-21 16:12:49,R_7IFq4LUEuQVXxe3,anonymous,EN,0.699999988079071,,,,,,1992,Yes,36572,White,,No,Male,"$50,001-60,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,5-10 years,Yes,5-10 years,Land/Wildlife Management,,Nonprofit/Conservation Organization,,Monthly,60,No,No,,Yes,Sometimes (25%-75%),"Autauga,Baldwin,Clarke,Escambia,Mobile,Monroe,Washington",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-21 20:28:57,2024-05-21 20:30:03,IP Address,2,65,False,2024-08-21 20:30:04,R_7NrnAN0Oxy3JbZq,anonymous,EN,0.800000011920929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-22 08:55:36,2024-05-22 08:57:05,IP Address,2,89,False,2024-08-22 08:57:07,R_7HAA3ekHTylVwBw,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-22 13:36:55,2024-08-22 13:42:14,IP Address,100,318,True,2024-08-22 13:42:15,R_1QGzsH0rbJ35jyF,anonymous,EN,0.699999988079071,,0,0,,,2003,Yes,36801,White,,No,Female,"$0-20,000",Some College/AA or AS (2-year degree),No,No,Yes,<5 years,No,<1 year,Land/Wildlife Management,,Other,,Never,10,No,No,,No,,Lee,No,True,False,True,False,I don't know,True,True,True,Bites,Field dress and consumption,Neutral,Agree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Other,,Yes,"One day, virtual conference,Year-long, once a month, virtual conference",,Other,,
2024-05-22 14:53:48,2024-05-22 15:14:20,IP Address,2,1231,False,2024-08-22 15:14:27,R_55SZpitaoUlZbHF,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-22 15:36:19,2024-05-22 15:42:06,IP Address,2,347,False,2024-08-22 15:42:26,R_1fVpA6sonljrDQE,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-23 15:09:56,2024-05-23 15:19:02,IP Address,60,546,False,2024-08-23 15:19:04,R_6JPDQfIiid1j96T,anonymous,EN,0.8999999761581421,,,,,,1977,Yes,36081,White,,No,Female,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,>20 years,Administration,,State/Provincial Government,,Weekly,50,Yes,Yes,Alive - Sedated,,,"Autauga,Baldwin,Barbour,Bibb,Bullock,Coffee,Colbert,Conecuh,Coosa,Covington,Crenshaw,Cullman,Dale,DeKalb,Elmore,Escambia,Fayette,Franklin,Geneva,Houston,Lamar,Lauderdale,Lawrence,Limestone,Lowndes,Macon,Madison,Marengo,Marion,Marshall,Mobile,Montgomery,Morgan,Perry,Talladega,Walker,Wilcox,Winston",Yes,True,True,False,True,False,True,False,True,Bites,I don't know,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-28 10:28:16,2024-05-28 18:19:30,IP Address,23,28274,False,2024-08-28 18:19:40,R_7I5fyyuq6ZLWx06,anonymous,EN,0.800000011920929,,,,,,2005,Yes,36832,White,,No,Female,"$80,001-90,000",Some College/AA or AS (2-year degree),No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29 16:23:23,2024-05-29 16:23:47,IP Address,2,24,False,2024-08-29 16:23:49,R_7xMmgHRR1JpwvTk,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29 16:28:30,2024-05-29 16:29:38,IP Address,23,67,False,2024-08-29 16:29:39,R_30xh7a7A2TJLwip,anonymous,EN,1,,,,,,1980,Yes,36575,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29 16:28:06,2024-05-29 16:34:26,IP Address,60,380,False,2024-08-29 16:34:28,R_10wA8r2TPH33DH8,anonymous,EN,0.699999988079071,,,,,,1974,Yes,36017,I prefer not to answer,,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,>20 years,Land/Wildlife Management,,Private Industry,,Rarely,30,No,No,,,,,Yes,True,False,False,True,False,True,I don't know,True,Bites,Bury,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29 16:42:16,2024-05-29 16:42:39,IP Address,2,23,False,2024-08-29 16:42:40,R_5CppQZUGhByyTth,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29 16:55:14,2024-05-29 16:56:23,IP Address,23,69,False,2024-08-29 16:56:26,R_5LByG7nraipbfg2,anonymous,EN,1,,,,,,1972,Yes,35405,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29 17:12:11,2024-05-29 17:13:22,IP Address,23,71,False,2024-08-29 17:13:26,R_5RwZjyjrjXsbuMx,anonymous,EN,1,,,,,,1970,Yes,35903,White,,No,Male,"$100,001+",High school graduate/GED,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29 18:07:24,2024-05-29 18:07:59,IP Address,2,35,False,2024-08-29 18:08:02,R_58xOTD5XHADeuSR,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29 18:19:55,2024-05-29 18:22:46,IP Address,23,171,False,2024-08-29 18:22:51,R_1DLHmSSultosXhT,anonymous,EN,1,,,,,,1987,Yes,35749,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29 19:27:06,2024-05-29 19:28:26,IP Address,23,79,False,2024-08-29 19:28:29,R_6eLien9x5uG4reN,anonymous,EN,0.8999999761581421,,,,,,1962,Yes,36117,White,,No,Male,"$100,001+",Graduate or Professional School,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29 19:29:10,2024-05-29 19:29:59,IP Address,23,48,False,2024-08-29 19:30:06,R_3pWWDM39juXvzuU,anonymous,EN,0.800000011920929,,,,,,1962,Yes,36117,White,,No,Male,"$100,001+",Graduate or Professional School,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29 19:53:39,2024-05-29 19:54:11,IP Address,2,32,False,2024-08-29 19:54:15,R_7F95IiApBuQhUxB,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29 21:54:42,2024-05-29 21:55:16,IP Address,2,33,False,2024-08-29 21:55:19,R_5Y9X8O1iOVAo7KU,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29 22:19:50,2024-05-29 22:19:53,IP Address,2,3,False,2024-08-29 22:19:55,R_6CeWcAwaPinOGRn,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29 22:47:27,2024-05-29 22:47:51,IP Address,2,23,False,2024-08-29 22:48:00,R_3zRXc0ewtL3VPHF,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30 06:50:07,2024-05-30 06:50:36,IP Address,2,29,False,2024-08-30 06:50:42,R_1V4NksQF20IzM2W,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30 06:51:55,2024-05-30 06:52:12,IP Address,2,16,False,2024-08-30 06:52:14,R_5IZzSyfn9ytq3Tn,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30 08:44:53,2024-05-30 08:46:05,IP Address,0,71,False,2024-08-30 08:46:06,R_1WNXcn8URflv8i3,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30 09:25:34,2024-05-30 09:27:49,IP Address,28,134,False,2024-08-30 09:27:50,R_63XGiP1tzOv0EVz,anonymous,EN,0.699999988079071,,,,,,1978,Yes,35504,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,Yes,>20 years,Land/Wildlife Management,,Private Industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30 09:54:57,2024-05-30 09:55:50,IP Address,20,53,False,2024-08-30 09:55:51,R_7G2QFa7rwFMXBNk,anonymous,EN,1,,,,,,2005,Yes,36832,White,,No,Male,"$100,001+",High school graduate/GED,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
