sdate,stime,edate,etime,prog,duration,finished,emonth,id,qscore,dob,resident,zipcode,race,ethnicity,gender,income,education,degree,tws,course,coursetime,selftitle,biotime,activity,activit_yfill,oth_activity,affiliate,affiliat_efill,oth_affiliate,contact,field,collect,handle,state,ppe,ppetime,counties,license,pigs,bruce,cwd,flual,flu,covid,covidspill,rabiesal,rabies,turkey,cwdal,bats,ppereq,ehd,darwin,popred,popplan,survey,vaccine,preval,diverse,conseq,climate,edreq,info,handson,access,source,sourc_efill,oth_source,interest,freeinfo,freeinf_ofill,oth_freeinfo,topics,topic_sfill,oth_topics,qsncs,age,age_bin,race_bin,gender_bin,income_bin,education_bin,degree_bin,tws_bin,pigscorr,brucecorr,cwdcorr,flualcorr,flucorr,covidcorr,covidspillcorr,rabiesalcorr,rabiescorr,turkeycorr,pigscert,brucecert,cwdcert,flualcert,flucert,covidcert,covidspillcert,rabiesalcert,rabiescert,turkeycert,cwdal_num,bats_num,ppereq_num,ehd_num,darwin_num,popred_num,popplan_num,survey_num,vaccine_num,preval_num,diverse_num,conseq_num,climate_num,popred_rev,popplan_rev,darwin_rev,ehd_rev,cwdal_rev,bats_rev,ppereq_rev,survey_rev,vaccine_rev,preval_rev,diverse_rev,conseq_rev,climate_rev,cwdal_cat,bats_cat,ppereq_cat,ehd_cat,darwin_cat,popred_cat,popplan_cat,survey_cat,vaccine_cat,preval_cat,diverse_cat,conseq_cat,climate_cat,contact_bin,field_bin,collect_bin,state_bin,ppe_bin,practice_score,edreq_num,info_num,handson_num,interest_score
5/21/2024,10:41:00 AM,5/21/2024,10:47:00 AM,100,350,TRUE,5,R_5s4SosItHmjPTlt,0.899999976,1990,Yes,35473,White,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,5-10 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Weekly,60,No,Yes,Alive - Not Sedated,No,,"Baldwin,Bibb,Blount,Calhoun,Clay,Cleburne,Coosa,Fayette,Jefferson,Lamar,Lauderdale,Lawrence,Limestone,Marengo,Mobile,Perry,Pickens,Shelby,Talladega,Tuscaloosa,Walker,Winston",No,TRUE,FALSE,I don't know,TRUE,FALSE,I don't know,I don't know,I don't know,Bites,I don't know,Disagree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Yes,"State Wildlife Agency,News Sources,I have Not looked for health information","State Wildlife Agency,News Sources,I have Not looked for health information",,Unsure,One day virtual conference,One day virtual conference,,"Rabies,CWD","Rabies,CWD",,,34,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,2,4,3,3,3,2,3,4,3,3,3,3,4,4,3,3,3,2,4,3,4,3,3,3,3,4,Unfavorable,Favorable,Neutral,Neutral,Neutral,Favorable,Neutral,Favorable,Neutral,Neutral,Neutral,Neutral,Favorable,1,1,0,NA,0,2,4,4,4,4
5/20/2024,4:19:00 AM,5/20/2024,4:23:00 AM,100,276,TRUE,5,R_6FkwpmqPbAAugkf,1,1994,Yes,36483,White,No,Other,"$0-20,000",Graduate or Professional School,Yes,No,No,,Yes,5-10 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Daily,80,Yes,Yes,Alive - Not Sedated,No,,"Covington,Escambia",No,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Bites,I don't know,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Disagree,Strongly Agree,Agree,Neutral,Disagree,No,I have Not looked for health information,I have Not looked for health information,,Yes,One day virtual conference,One day virtual conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,,30,0,1,NA,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,2,2,4,2,1,5,4,5,4,3,4,2,5,1,2,5,4,2,2,4,5,4,3,4,2,5,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,Unfavorable,Unfavorable,Favorable,Favorable,Neutral,Favorable,Unfavorable,Favorable,1,1,1,NA,0,3,4,3,2,3
5/22/2024,10:57:00 AM,5/22/2024,11:04:00 AM,100,431,TRUE,5,R_6I9HnnsrTlnJVN7,0.899999976,1997,Yes,35475,White,No,Female,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,1-5 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Weekly,50,Yes,Yes,Alive - Not Sedated,,,"Fayette,Marion,Tuscaloosa",No,TRUE,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Bites,I don't know,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Disagree,Neutral,No,"Friends/Family,Social Media","Friends/Family,Social Media",,Yes,One day virtual conference,One day virtual conference,,"Rabies,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2","Rabies,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2",,"I do work in freshwater systems more, but this is still very limited information for me. ",27,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,4,3,3,2,3,4,5,4,3,4,3,5,3,2,4,3,3,4,3,5,4,3,4,3,5,Neutral,Favorable,Neutral,Neutral,Favorable,Neutral,Unfavorable,Favorable,Favorable,Neutral,Favorable,Neutral,Favorable,1,1,1,NA,NA,NA,4,2,3,3
5/21/2024,10:31:00 AM,5/21/2024,10:36:00 AM,100,323,TRUE,5,R_6NVOAbb1f3peHDh,0.699999988,1995,Yes,35071,White,No,Male,"$20,001-30,000",Graduate or Professional School,Yes,No,No,,Yes,1-5 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Daily,20,Yes,Yes,Alive - Not Sedated,No,,Mobile,Yes,TRUE,I don't know,I don't know,TRUE,FALSE,TRUE,FALSE,I don't know,Bites,I don't know,Neutral,Strongly Disagree,Agree,Neutral,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,No,"State Wildlife Agency,I have Not looked for health information","State Wildlife Agency,I have Not looked for health information",,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Raccoon roundworm,CWD,SarsCoV2","Raccoon roundworm,CWD,SarsCoV2",,,29,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,3,1,4,3,1,2,2,5,4,3,5,3,5,4,4,5,3,3,1,4,5,4,3,5,3,5,Neutral,Unfavorable,Favorable,Neutral,Favorable,Favorable,Favorable,Favorable,Favorable,Neutral,Favorable,Neutral,Favorable,1,1,1,NA,0,3,3,5,4,4
5/23/2024,3:09:00 AM,5/23/2024,3:19:00 AM,60,546,FALSE,8,R_6JPDQfIiid1j96T,0.899999976,1977,Yes,36081,White,No,Female,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,>20 years,Administration,Administration,,State/Provincial Government,State/Provincial Government,,Weekly,50,Yes,Yes,Alive - Sedated,,,"Autauga,Baldwin,Barbour,Bibb,Bullock,Coffee,Colbert,Conecuh,Coosa,Covington,Crenshaw,Cullman,Dale,DeKalb,Elmore,Escambia,Fayette,Franklin,Geneva,Houston,Lamar,Lauderdale,Lawrence,Limestone,Lowndes,Macon,Madison,Marengo,Marion,Marshall,Mobile,Montgomery,Morgan,Perry,Talladega,Walker,Wilcox,Winston",Yes,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Bites,I don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA
5/15/2024,1:02:00 AM,5/15/2024,2:07:00 AM,100,3905,TRUE,5,R_64Jh9SE3kWOi2Dn,0.899999976,1995,Yes,36830,Other,Yes,Female,"$20,001-30,000",Graduate or Professional School,Yes,No,No,,Yes,5-10 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Weekly,30,Yes,Yes,Alive - Sedated,No,,Tallapoosa,Yes,TRUE,FALSE,FALSE,I don't know,FALSE,FALSE,I don't know,I don't know,Bites,Ignore,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Disagree,Agree,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day in-person conference, Other","One day in-person conference, multiple day in person conference",two or three days in person,"Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2","Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2",,,29,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,4,4,1,1,3,4,5,4,4,3,1,4,3,2,5,5,1,4,4,5,4,4,3,1,4,Unfavorable,Favorable,Favorable,Favorable,Favorable,Neutral,Unfavorable,Favorable,Favorable,Favorable,Neutral,Unfavorable,Favorable,1,1,1,NA,0,3,4,4,4,4
5/30/2024,9:59:00 AM,5/30/2024,10:05:00 AM,100,397,TRUE,5,R_1fqGHH0Qy6ixjP4,0.899999976,2002,Yes,36830,White,No,Female,"$60,001-70,000",Some College/AA or AS (2-year degree),No,No,Yes,<5 years,No,<1 year,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Weekly,70,Yes,Yes,Dead,No,,"Lee,Macon",No,I don't know,I don't know,TRUE,TRUE,FALSE,I don't know,FALSE,TRUE,I don't know,Field dress and consumption,Neutral,Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Yes,"State Wildlife Agency,Conferences","State Wildlife Agency,Conferences",,Yes,"One day virtual conference,Year-long once a month virtual conference","One day virtual conference,Year-long once a month virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2",,,22,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,3,2,2,3,2,1,2,5,4,3,4,2,5,5,4,4,3,3,2,2,5,4,3,4,2,5,Neutral,Unfavorable,Unfavorable,Neutral,Favorable,Favorable,Favorable,Favorable,Favorable,Neutral,Favorable,Unfavorable,Favorable,1,1,1,NA,0,3,5,3,2,3.3333333333333335
7/30/2024,6:12:00 AM,7/30/2024,6:20:00 AM,100,488,TRUE,7,R_3M4ZS861ivg6v7G,1,1966,Yes,36312,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,Yes,No,,Yes,>20 years,Land/Wildlife Management,Land/Wildlife Management,,Other,State/Provincial Government,Retired State of Alabama,Monthly,70,Yes,Yes,Dead,No,,"Barbour,Bullock,Coffee,Covington,Geneva,Henry,Houston,Lee,Macon,Montgomery,Pike,Russell",No,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,I don't know,TRUE,Bites,Incinerate,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Neutral,Neutral,Strongly Disagree,Agree,Disagree,Disagree,Yes,Other,Other,SCWDS,Yes,Year-long once a month virtual conference,Year-long once a month virtual conference,,"Influenza,Leptospirosis,Vector borne diseases,CWD","Influenza,Leptospirosis,Vector borne diseases,CWD",,,58,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,3,3,1,2,2,2,5,2,4,3,3,1,4,4,4,5,1,3,3,5,2,4,3,3,1,Unfavorable,Neutral,Neutral,Favorable,Favorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,Neutral,Neutral,Unfavorable,1,1,1,NA,0,3,4,2,2,2.6666666666666665
5/21/2024,6:44:00 AM,5/21/2024,6:52:00 AM,100,437,TRUE,5,R_5PaaAST3M6W9Z1T,0.899999976,1999,Yes,35019,White,No,Male,"$0-20,000",College Graduate/BA or BS (4-year degree),No,No,Yes,<5 years,Yes,<1 year,Land/Wildlife Management,Land/Wildlife Management,,Other,Academic/Research Institution,Student,Weekly,20,Yes,Yes,Dead,No,,"Cullman,Morgan",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Bites,Incinerate,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,No,State Wildlife Agency,State Wildlife Agency,,Yes,Year-long once a month virtual conference,Year-long once a month virtual conference,,"Rabies,CWD,SarsCoV2","Rabies,CWD,SarsCoV2",,"Alabama should focus on removing the Non-historical species such as the coyote and bring back the native red wolf.  Wolves have been proven over and over to balance the eco-system, will kill feral pigs, and studies have shown can take the weak/sick deer that reduces CWD.",25,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,3,3,2,3,3,4,2,4,3,4,4,4,4,2,4,3,3,3,3,2,4,3,4,4,4,4,Neutral,Neutral,Unfavorable,Neutral,Neutral,Unfavorable,Favorable,Favorable,Neutral,Favorable,Favorable,Favorable,Favorable,1,1,1,NA,0,3,5,2,2,3
5/30/2024,4:15:00 AM,5/30/2024,4:30:00 AM,100,923,TRUE,5,R_7000PSnJzvXdjzs,0.899999976,1975,Yes,36092,White,I prefer Not to answer,Female,"$90,001-100,000",Graduate or Professional School,Yes,No,No,,Yes,>20 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Monthly,20,Yes,Yes,Dead,No,,"Autauga,Barbour,Colbert,Lauderdale",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Bites,Incinerate,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,No,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","One day in-person conference,One day virtual conference,Year-long once a month virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,,49,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,2,3,1,3,4,4,4,4,5,4,4,4,2,2,3,5,1,2,3,4,4,5,4,4,4,Unfavorable,Unfavorable,Neutral,Favorable,Neutral,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,1,1,1,NA,0,3,5,3,4,4
6/3/2024,12:42:00 PM,6/3/2024,12:52:00 PM,100,576,TRUE,6,R_7Gj0KgmTK7Um1ax,0.899999976,2004,Yes,36319,White,No,Female,"$90,001-100,000",Some College/AA or AS (2-year degree),No,No,No,,No,<1 year,Land/Wildlife Management,Land/Wildlife Management,,Nonprofit/Conservation Organization,Nonprofit/Conservation Organization,,Monthly,30,No,Yes,Dead,No,,,No,TRUE,I don't know,TRUE,TRUE,FALSE,I don't know,TRUE,I don't know,Bites,Bury,Agree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Yes,"Academic Publications,News Sources,Other","Academic Publications,News Sources,Other",School ,Yes,Year-long once a month virtual conference,Year-long once a month virtual conference,,"Rabies,Leptospirosis,Raccoon roundworm,CWD","Rabies,Leptospirosis,Raccoon roundworm,CWD",,NA,20,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,4,4,4,3,2,3,4,4,4,2,3,2,5,3,2,4,3,4,4,4,4,4,2,3,2,5,Favorable,Favorable,Favorable,Neutral,Favorable,Neutral,Unfavorable,Favorable,Favorable,Unfavorable,Neutral,Unfavorable,Favorable,1,1,0,NA,0,2,5,4,2,3.6666666666666665
5/29/2024,4:28:00 AM,5/29/2024,4:34:00 AM,60,380,FALSE,8,R_10wA8r2TPH33DH8,0.699999988,1974,Yes,36017,I prefer Not to answer,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,>20 years,Land/Wildlife Management,Land/Wildlife Management,,Private Industry,Private Industry,,Rarely,30,No,No,,,,,Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,I don't know,TRUE,Bites,Bury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1,NA,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA
5/16/2024,7:28:00 AM,5/16/2024,7:32:00 AM,60,228,FALSE,8,R_5fZ8D7TVsLicAaK,0.699999988,1972,Yes,36376,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),No,No,No,,Yes,>20 years,Land/Wildlife Management,Land/Wildlife Management,,Private Industry,Private Industry,,Daily,100,No,No,,,,"Dale,Henry,Houston",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,I don't know,I don't know,TRUE,Bites,Bury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA
5/15/2024,3:39:00 AM,5/15/2024,3:45:00 AM,90,360,FALSE,8,R_8n1of4HKLRYBne9,0.899999976,1964,Yes,36460,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,Yes,Yes,>10 years,Yes,>20 years,Land/Wildlife Management,Land/Wildlife Management,,Private Industry,Private Industry,,Daily,60,No,No,,,,Monroe,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,I don't know,I don't know,TRUE,Bites,Field dress and consumption,Neutral,Agree,Neutral,Disagree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Neutral,,,,,,,,,,,,,60,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,3,4,3,2,2,4,1,4,1,2,2,2,1,2,5,4,4,3,4,3,4,1,2,2,2,1,Neutral,Favorable,Neutral,Favorable,Favorable,Unfavorable,Favorable,Favorable,Unfavorable,Unfavorable,Unfavorable,Unfavorable,Unfavorable,1,1,0,NA,NA,NA,5,4,3,4
5/16/2024,4:32:00 AM,5/16/2024,4:40:00 AM,98,474,FALSE,8,R_3AFnYo06quieDky,0.899999976,1990,Yes,35744,White,No,Male,"$90,001-100,000",Some College/AA or AS (2-year degree),No,No,No,,No,<1 year,Research,Research,,Private Industry,Private Industry,,Daily,50,No,No,,,,Jackson,Yes,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Bites,Incinerate,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Neutral,Yes,"State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications",,Yes,One day virtual conference,One day virtual conference,,CWD,CWD,,,34,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,4,4,4,2,4,1,2,5,4,4,4,2,1,5,4,2,4,4,4,4,5,4,4,4,2,1,Favorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,Unfavorable,Unfavorable,1,1,0,NA,NA,NA,5,4,3,4
6/8/2024,8:19:00 AM,6/8/2024,8:25:00 AM,100,387,TRUE,6,R_17X3jWsXTL1iQbD,1,1999,Yes,36830,White,No,Male,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,1-5 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Rarely,30,No,No,,,,,No,TRUE,I don't know,FALSE,I don't know,FALSE,I don't know,I don't know,I don't know,Blood,I don't know,Neutral,Agree,Strongly Agree,Neutral,Disagree,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Yes,I have Not looked for health information,I have Not looked for health information,,Yes,One day in-person conference,One day in-person conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2",,,25,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,4,5,3,2,2,3,5,3,3,2,2,3,4,3,4,3,3,4,5,5,3,3,2,2,3,Neutral,Favorable,Favorable,Neutral,Favorable,Favorable,Neutral,Favorable,Neutral,Neutral,Unfavorable,Unfavorable,Neutral,1,1,0,NA,NA,NA,3,4,4,3.6666666666666665
5/15/2024,10:57:00 AM,5/15/2024,11:03:00 AM,100,393,TRUE,5,R_1agj9jjmp2l6TRr,0.899999976,1973,Yes,36879,White,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,>20 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Rarely,10,No,No,,No,,"DeKalb,Mobile",No,TRUE,FALSE,I don't know,I don't know,FALSE,TRUE,TRUE,TRUE,Bites,I don't know,Disagree,Neutral,Agree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Strongly Agree,Neutral,Agree,Agree,Yes,Academic Publications,Academic Publications,,Yes,One day in-person conference,One day in-person conference,,"Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2,One Health",,,51,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,2,3,4,4,1,2,2,4,2,4,4,2,5,4,4,5,2,2,3,4,4,2,4,4,2,5,Unfavorable,Neutral,Favorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,Favorable,Unfavorable,Favorable,1,1,0,NA,0,2,3,4,4,3.6666666666666665
5/16/2024,9:07:00 AM,5/16/2024,1:36:00 AM,100,16128,TRUE,5,R_1CJXsOiDy2gHtdc,1,1980,Yes,35967,White,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,<1 year,Land/Wildlife Management,Land/Wildlife Management,,Private Industry,Private Industry,,Weekly,30,No,No,,No,,"Cherokee,DeKalb,Jackson",Yes,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Bites,I don't know,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Neutral,Agree,Disagree,Strongly Disagree,Agree,Agree,Disagree,No,State Wildlife Agency,State Wildlife Agency,,Yes,One day virtual conference,One day virtual conference,,CWD,CWD,,,44,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,2,4,4,1,1,2,2,4,4,3,4,2,1,4,4,5,5,2,4,4,4,4,3,4,2,1,Unfavorable,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,Neutral,Favorable,Unfavorable,Unfavorable,1,1,0,NA,0,2,4,4,2,3.3333333333333335
5/21/2024,9:20:00 AM,5/21/2024,9:27:00 AM,100,398,TRUE,5,R_1dWamW0twOuNlvZ,0.899999976,1991,Yes,36106,White,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,5-10 years,Other,Administration,Public Policy,Nonprofit/Conservation Organization,Nonprofit/Conservation Organization,,Rarely,10,No,No,,,,Montgomery,Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,I don't know,TRUE,Bites,Bury,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,One day in-person conference,One day in-person conference,,"Rabies,Influenza,Vector borne diseases,CWD","Rabies,Influenza,Vector borne diseases,CWD",,,33,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,3,3,4,2,2,4,4,4,4,3,3,2,2,2,2,4,4,3,3,4,4,4,3,3,2,2,Neutral,Neutral,Favorable,Favorable,Favorable,Unfavorable,Unfavorable,Favorable,Favorable,Neutral,Neutral,Unfavorable,Unfavorable,1,1,0,NA,NA,NA,4,4,4,4
5/15/2024,1:24:00 AM,5/15/2024,1:33:00 AM,100,518,TRUE,5,R_1f7RnaFedqV4XKi,0.800000012,1995,Yes,36840,White,No,Male,"$20,001-30,000",Graduate or Professional School,Yes,No,No,,Yes,1-5 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Monthly,30,Yes,No,,No,,Tallapoosa,Yes,TRUE,FALSE,FALSE,I don't know,FALSE,TRUE,TRUE,I don't know,Bites,Incinerate,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,No,"State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications",,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,,29,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,2,2,4,2,2,4,2,5,4,5,5,4,5,2,4,4,4,2,2,4,5,4,5,5,4,5,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,1,1,1,NA,0,3,5,3,3,3.6666666666666665
